,ID,Name,Address,ZipCode,FIPS_CODE,Pickup_InStore,Pickup_Curbside,Local_Delivery,Total Households,Hoseholds with Low Income,Hoseholds with Midium Income,Hoseholds with High Income,Hoseholds with Supplement Security Income,Hoseholds with Cash Public Assistance Income,White,TP_Black/African_American,TP_American_Indian,TP_Asian,TP_Other_Pacific_Islander,TP_Some_Other_Race,TP_Non_Hispan/Latin,TP_Hispan/Latin,Total_Population,POP_Teenager,POP_Adult,POP_Elder,Teenager_Worked_In_Past_1_Year,Adult_Worked_In_Past_1_Year,Elder_Worked_In_Past_1_Year,CENSUS2010POP,ESTIMATESBASE2010,POPESTIMATE2010,POPESTIMATE2011,POPESTIMATE2012,POPESTIMATE2013,POPESTIMATE2014,POPESTIMATE2015,POPESTIMATE2016,POPESTIMATE2017,POPESTIMATE2018,POPESTIMATE2019,NPOPCHG_2010,NPOPCHG_2011,NPOPCHG_2012,NPOPCHG_2013,NPOPCHG_2014,NPOPCHG_2015,NPOPCHG_2016,NPOPCHG_2017,NPOPCHG_2018,NPOPCHG_2019,BIRTHS2010,BIRTHS2011,BIRTHS2012,BIRTHS2013,BIRTHS2014,BIRTHS2015,BIRTHS2016,BIRTHS2017,BIRTHS2018,BIRTHS2019,DEATHS2010,DEATHS2011,DEATHS2012,DEATHS2013,DEATHS2014,DEATHS2015,DEATHS2016,DEATHS2017,DEATHS2018,DEATHS2019,NATURALINC2010,NATURALINC2011,NATURALINC2012,NATURALINC2013,NATURALINC2014,NATURALINC2015,NATURALINC2016,NATURALINC2017,NATURALINC2018,NATURALINC2019,INTERNATIONALMIG2010,INTERNATIONALMIG2011,INTERNATIONALMIG2012,INTERNATIONALMIG2013,INTERNATIONALMIG2014,INTERNATIONALMIG2015,INTERNATIONALMIG2016,INTERNATIONALMIG2017,INTERNATIONALMIG2018,INTERNATIONALMIG2019,DOMESTICMIG2010,DOMESTICMIG2011,DOMESTICMIG2012,DOMESTICMIG2013,DOMESTICMIG2014,DOMESTICMIG2015,DOMESTICMIG2016,DOMESTICMIG2017,DOMESTICMIG2018,DOMESTICMIG2019,NETMIG2010,NETMIG2011,NETMIG2012,NETMIG2013,NETMIG2014,NETMIG2015,NETMIG2016,NETMIG2017,NETMIG2018,NETMIG2019,RESIDUAL2010,RESIDUAL2011,RESIDUAL2012,RESIDUAL2013,RESIDUAL2014,RESIDUAL2015,RESIDUAL2016,RESIDUAL2017,RESIDUAL2018,RESIDUAL2019,GQESTIMATESBASE2010,GQESTIMATES2010,GQESTIMATES2011,GQESTIMATES2012,GQESTIMATES2013,GQESTIMATES2014,GQESTIMATES2015,GQESTIMATES2016,GQESTIMATES2017,GQESTIMATES2018,GQESTIMATES2019,RBIRTH2011,RBIRTH2012,RBIRTH2013,RBIRTH2014,RBIRTH2015,RBIRTH2016,RBIRTH2017,RBIRTH2018,RBIRTH2019,RDEATH2011,RDEATH2012,RDEATH2013,RDEATH2014,RDEATH2015,RDEATH2016,RDEATH2017,RDEATH2018,RDEATH2019,RNATURALINC2011,RNATURALINC2012,RNATURALINC2013,RNATURALINC2014,RNATURALINC2015,RNATURALINC2016,RNATURALINC2017,RNATURALINC2018,RNATURALINC2019,RINTERNATIONALMIG2011,RINTERNATIONALMIG2012,RINTERNATIONALMIG2013,RINTERNATIONALMIG2014,RINTERNATIONALMIG2015,RINTERNATIONALMIG2016,RINTERNATIONALMIG2017,RINTERNATIONALMIG2018,RINTERNATIONALMIG2019,RDOMESTICMIG2011,RDOMESTICMIG2012,RDOMESTICMIG2013,RDOMESTICMIG2014,RDOMESTICMIG2015,RDOMESTICMIG2016,RDOMESTICMIG2017,RDOMESTICMIG2018,RDOMESTICMIG2019,RNETMIG2011,RNETMIG2012,RNETMIG2013,RNETMIG2014,RNETMIG2015,RNETMIG2016,RNETMIG2017,RNETMIG2018,RNETMIG2019,2017_sale,2018_sale,2019_sale,2020_sale,NPOPCHG2020,BIRTHS2020,DEATHS2020,NATURALINC2020,NETMIG2020,RESIDUAL2020,RBIRTH2020,RDEATH2020,POPESTIMATE2020,INTERNATIONALMIG2020,DOMESTICMIG2020,GQESTIMATES2020,RNATURALINC2020,RINTERNATIONALMIG2020,RDOMESTICMIG2020,RNETMIG2020
122,122,Minnesota-Blaine,4405 NE Pheasant Ridge Dr,55449,54126,1.0,1.0,1.0,335917,26544,93835,108744,14647,14790,654179,84221,6012,92143,289,17569,833025,55899,706284,104538,362381,239365,304.8,508.9,110.3,850935,850948,852274,860252,868684,877785,886282,892471,899585,906685,913893,918761,1326,7978,8432,9101,8497,6189,7114,7100,7208,4868,2967,11729,11737,12041,12492,12084,12228,12181,12032,11983,1431,5832,5681,6004,5994,6440,6198,6640,6689,6530,1536,5897,6056,6037,6498,5644,6030,5541,5343,5453,836,3508,3308,2960,4132,3989,3988,2587,2173,2133,-1041,-1413,-784,243,-1993,-3375,-2873,-979,-270,-2677,-205,2095,2524,3203,2139,614,1115,1608,1903,-544,-5,-14,-148,-139,-140,-69,-31,-49,-38,-41,21885,21886,21787,21736,21370,21433,21399,21297,20887,20782,20846,43.02093914,39.72875944,39.83764011,41.43634041,41.44757508,40.04046291,40.52706082,41.26970218,40.75317363,24.58063294,25.31664144,22.28924952,25.18729125,27.45166571,23.09545069,26.494827299999997,25.22677908,25.05803133,18.44030619,14.41211799,17.5483906,16.24904915,13.99590937,16.94501222,14.03223352,16.04292309,15.6951423,8.042841359,7.668422884,6.883533329,8.354402601,9.417637294,9.912725409,8.675821356,5.810498784,5.724603247999999,-3.043925765,3.092736593,-4.110247874,-2.11126807,-5.0696747460000005,-20.08068541,-2.610529704,-6.571837046000001,-14.08578301,4.998915593,10.76115948,2.773285455,6.243134531,4.347962548,-10.16796,6.065291652999999,-0.761338263,-8.361179768,9505440.0,9669184.0,9517589.0,8542308.0,6025.46484375,12039.22265625,6538.4453125,5500.775390625,568.89453125,-44.20703125,40.83114439503906,25.209466257005207,926420.4859313965,1345.5616455078125,-1685.3621978759766,20618.402282714844,16.0705398648114,5.4488520230202635,-13.70189627060492,-8.253044253047607
123,123,Minnesota-Burnsville,14230 Burnhaven Dr,55306,27037,1.0,1.0,1.0,160144,8027,35800,52536,5730,4019,345402,24762,1294,19764,208,12214,389015,29186,329870,45439,169907,114524,157.9,262.5,57.8,419558,419596,420245,422582,425327,428660,432272,434681,437834,441528,445042,449047,649,2337,2745,3333,3612,2409,3153,3694,3514,4005,1428,5477,5602,5525,5649,5682,5645,5570,5518,5469,545,2440,2270,2461,2502,2620,2591,2873,2708,2817,883,3037,3332,3064,3147,3062,3054,2697,2810,2652,199,541,568,498,803,915,847,550,459,427,-446,-1243,-1135,-184,-298,-1559,-738,471,258,952,-247,-702,-567,314,505,-644,109,1021,717,1379,13,2,-20,-45,-40,-9,-10,-24,-13,-26,3102,3102,3097,3095,3094,3095,3092,3081,3078,3069,3074,29.66608374,31.39092408,30.57521444,30.19641516,31.10162676,30.20390777,30.19483393,30.37090758,29.99904871,13.88386352,11.84303467,12.64660096,14.19632771,13.23523163,14.14932309,16.25232742,13.16006602,12.74012051,15.78222023,19.54788942,17.92861348,16.00008745,17.86639513,16.05458468,13.9425065,17.21084156,17.2589282,2.528602855,2.002644245,1.912168923,2.511107762,2.95578064,3.5739676030000003,2.728703313,0.9415236570000001,0.999928577,-22.71794095,-19.48953133,-9.238004552,-20.12732006,-14.92018974,-24.6920862,-20.61590138,-10.29602466,-7.676291486,-20.18933809,-17.48688709,-7.325835629,-17.6162123,-11.9644091,-21.118118600000003,-17.88719807,-9.354501001000001,-6.67636291,10153496.0,9850206.0,9456592.0,7974517.0,3716.587890625,5512.77734375,2763.810546875,2748.96484375,988.83203125,-21.2109375,30.17889699940104,13.406397907395833,452237.3067626953,315.95005798339844,1270.2280731201172,3066.011489868164,16.073674213711545,0.8381314156496582,-8.505506618950564,-7.667375201870668
124,124,Tennessee-Memphis,5280 Summer Ave,38122,47157,1.0,1.0,1.0,350260,52621,123111,96604,24039,6479,368340,501627,1607,23924,251,25207,878468,58537,727458,114857,373209,239392,115.5,227.8,53.9,1325013,1325084,1326665,1333763,1343657,1346563,1347901,1350266,1351843,1353766,1357740,1361503,1581,7098,9894,2906,1338,2365,1577,1923,3974,3763,4543,18733,19019,18724,18717,18679,18246,18060,17688,17540,2528,10795,10635,11187,11099,11481,11417,11870,11935,12108,2015,7938,8384,7537,7618,7198,6829,6190,5753,5432,268,2041,1576,1972,1434,1897,1691,1750,1832,1795,-702,-2868,100,-6753,-7777,-6733,-6934,-6013,-3596,-3455,-434,-827,1676,-4781,-6343,-4836,-5243,-4263,-1764,-1660,0,-13,-166,150,63,3,-9,-4,-15,-9,24666,24633,24437,24395,23976,23451,23843,23860,23565,24139,23616,109.85032279999999,113.1906564,109.9552702,111.4621842,113.2290935,111.32743700000002,110.77556440000001,103.2662821,105.32175659999999,90.91071875,85.09275675,83.16807945,89.97580509,95.06158464,92.26364087,95.32712839,91.40075685,86.64875269,18.93960404,28.097899600000005,26.78719074,21.48637916,18.16750887,19.06379615,15.44843601,11.86552528,18.67300392,8.762375914,8.81820307,11.15734867,7.214610404,6.954957631,7.064854135,5.749562718,4.118830474,3.6507702419999997,-28.11437699,9.519039057999999,-29.73729674,-35.74566221,-24.60919797,-24.74529397,-20.84496738,13.66364982,-13.72609347,-19.35200108,18.33724213,-18.57994807,-28.53105181,-17.65424035,-17.68043984,-15.09540467,17.78248029,-10.07532323,11587119.0,12057556.0,11986936.0,10893937.0,3396.056640625,17750.744140625,11932.888671875,5817.85546875,-2413.947265625,-7.853515625,106.29713040390624,89.55308779908853,1362637.253479004,1608.4566955566406,-2797.0270080566406,23777.92593383789,12.369310972325437,2.487000954775147,-4.2025011177139895,-1.715500166991579
125,125,Tennessee-Memphis South,7697 Winchester Rd,38125,47157,1.0,1.0,1.0,350260,52621,123111,96604,24039,6479,368340,501627,1607,23924,251,25207,878468,58537,727458,114857,373209,239392,115.5,227.8,53.9,1325013,1325084,1326665,1333763,1343657,1346563,1347901,1350266,1351843,1353766,1357740,1361503,1581,7098,9894,2906,1338,2365,1577,1923,3974,3763,4543,18733,19019,18724,18717,18679,18246,18060,17688,17540,2528,10795,10635,11187,11099,11481,11417,11870,11935,12108,2015,7938,8384,7537,7618,7198,6829,6190,5753,5432,268,2041,1576,1972,1434,1897,1691,1750,1832,1795,-702,-2868,100,-6753,-7777,-6733,-6934,-6013,-3596,-3455,-434,-827,1676,-4781,-6343,-4836,-5243,-4263,-1764,-1660,0,-13,-166,150,63,3,-9,-4,-15,-9,24666,24633,24437,24395,23976,23451,23843,23860,23565,24139,23616,109.85032279999999,113.1906564,109.9552702,111.4621842,113.2290935,111.32743700000002,110.77556440000001,103.2662821,105.32175659999999,90.91071875,85.09275675,83.16807945,89.97580509,95.06158464,92.26364087,95.32712839,91.40075685,86.64875269,18.93960404,28.097899600000005,26.78719074,21.48637916,18.16750887,19.06379615,15.44843601,11.86552528,18.67300392,8.762375914,8.81820307,11.15734867,7.214610404,6.954957631,7.064854135,5.749562718,4.118830474,3.6507702419999997,-28.11437699,9.519039057999999,-29.73729674,-35.74566221,-24.60919797,-24.74529397,-20.84496738,13.66364982,-13.72609347,-19.35200108,18.33724213,-18.57994807,-28.53105181,-17.65424035,-17.68043984,-15.09540467,17.78248029,-10.07532323,6803906.0,7480151.0,7398751.0,7535874.0,3396.056640625,17750.744140625,11932.888671875,5817.85546875,-2413.947265625,-7.853515625,106.29713040390624,89.55308779908853,1362637.253479004,1608.4566955566406,-2797.0270080566406,23777.92593383789,12.369310972325437,2.487000954775147,-4.2025011177139895,-1.715500166991579
126,126,Florida-Clermont,1002 E State Rd 50,34711,12069,1.0,1.0,1.0,130190,13388,49594,43111,6186,2209,278353,35268,1416,6588,201,5404,285301,50061,286489,30618,117317,138554,120.2,221.8,38.2,1876613,1876651,1877978,1877155,1878488,1883687,1890687,1898621,1906223,1915343,1924015,1932442,1327,-823,1333,5199,7000,7934,7602,9120,8672,8427,5529,21389,21110,21077,20875,21023,20618,20248,20099,19876,3934,16055,16003,16914,16537,17686,17547,18412,18634,18531,1595,5334,5107,4163,4338,3337,3071,1836,1465,1345,451,1960,2944,2758,2736,3375,2938,2853,2325,1334,-687,-8153,-6858,-1764,-329,1067,1544,4338,4814,5677,-236,-6193,-3914,994,2407,4442,4482,7191,7139,7011,-32,36,140,42,255,155,49,93,68,71,40165,40099,37273,37791,38157,37653,38534,37996,38433,38140,37800,128.7841268,127.66826100000002,126.98339479999999,126.3619494,126.4226767,125.5312699,120.58924499999999,118.7436962,117.7954123,124.90141750000001,117.15426399999998,124.2335943,127.8169018,130.9585577,131.2644329,134.4356306,126.23487340000001,128.5902066,3.8827093130000003,10.51399704,2.74980046,-1.45495246,-4.535880957,-5.733162999999999,-13.84638563,-7.491177137,-10.79479423,5.538951792000001,9.467782977999999,8.64371389,8.250086574,7.055290652999999,8.485845611,7.716274661,5.418413939,2.395535733,15.94800673,-37.45831794,8.398162535,32.16373552,74.01642947,73.13360832,93.43582763,56.41428365,9.902625316,21.48695853,-27.99053495,17.04187642,40.413822100000004,81.07172012,81.61945393,101.1521023,61.8326976,12.29816104,,,,,8399.349609375,20085.68359375,18382.70703125,1702.9765625,6619.318359375,77.0546875,119.41813155833333,128.85704451041667,1941519.4135131836,1258.2821807861328,8553.503463745117,38329.044677734375,-14.891863766271058,2.020095921422485,45.886171315703315,47.906267235587755
127,127,Florida-Kissimmee,3003 W Vine St,34741,12097,1.0,1.0,1.0,99158,10455,39068,32083,6489,3552,246757,38975,1526,9158,358,28338,159231,179388,276188,44032,148480,83676,109.2,220.2,41.9,298675,298673,299798,308423,318403,328796,340493,353073,367474,382911,397861,405169,1125,8625,9980,10393,11697,12580,14401,15437,14950,7308,972,4091,4123,4256,4403,4513,4570,4706,4731,4822,532,2037,2016,2155,2249,2351,2443,2578,2858,2783,440,2054,2107,2101,2154,2162,2127,2128,1873,2039,601,3488,3628,3772,4874,5503,6118,6727,8542,1218,113,3074,4143,4441,4579,4869,6133,6554,4524,4043,714,6562,7771,8213,9453,10372,12251,13281,13066,5261,-29,9,102,79,90,46,23,28,11,8,3829,3848,3862,3895,3838,3838,3822,3825,3783,3831,3835,34.88190093,35.11725002,39.49544258,36.257389700000004,37.86049379,35.69305245,33.85755967,33.12734988,33.24869364,30.43330888,25.02836945,27.30294057,27.35067579,28.46557671,29.7889402,30.50888593,26.88559359,28.52223272,4.448592056,10.08888057,12.192502000000001,8.906713911,9.394917077,5.9041122470000005,3.34867374,6.2417562989999995,4.726460925,13.45019479,13.33337144,14.95382393,17.82553921,18.80408641,20.08773659,19.85016723,24.42708936,3.921741535,-9.475681129,-12.65387435,12.96437859,6.234256063999999,-1.3430866730000002,6.797514587,13.24261607,15.97700283,3.2473608830000003,3.9745136569999997,0.679497094,27.91820253,24.05979527,17.46099974,26.88525118,33.09278329,40.40409219,7.169102419,,,,,10946.947265625,4740.779296875,2721.220703125,2019.556640625,8911.771484375,15.6171875,33.7071631602474,28.393675564882813,421427.9788970947,3805.343795776367,4121.68701171875,3819.514358520508,2.510787971525878,11.086455967111817,11.03913899971942,22.125594963815242
128,128,Iowa-Clive,10331 University Ave,50325,38202,1.0,1.0,,216639,16864,60213,71720,8629,4805,476524,32437,1453,25105,490,6840,514070,44206,437801,62864,238201,136736,317.5,512.5,127.1,3868358,3867610,3876671,3927513,3987215,4032767,4090886,4154399,4219188,4280535,4321292,4355070,9061,50842,59702,45552,58119,63513,64789,61347,40757,33778,14533,58257,58218,58511,59423,60337,60732,60811,58865,58932,6571,28125,27950,29471,29562,30942,31036,32144,32797,33100,7962,30132,30268,29040,29861,29395,29696,28667,26068,25832,2933,14682,14425,14326,18394,19989,19654,18388,14232,10617,-1743,6072,14839,2420,10143,14235,15477,14333,390,-2740,1190,20754,29264,16746,28537,34224,35131,32721,14622,7877,-91,-44,170,-234,-279,-106,-38,-41,67,69,64575,64937,66649,66387,67378,66910,67455,68071,67482,67547,67357,201.203223,201.1996623,200.37239430000002,204.2404149,200.8158217,204.5040624,205.43340580000003,198.33582019999997,196.4904655,179.49712140000003,178.5364126,188.63431709999998,183.52938559999998,190.711124,185.166456,195.2477007,185.7719534,188.0037126,21.70610153,22.66324962,11.73807726,20.71102928,10.10469776,19.33760634,10.18570504,12.56386681,8.486752894,21.19167392,17.58782574,21.62156464,24.94939113,23.61124127,24.46481916,22.15591331,15.52142948,10.92714449,-7.972741916,-35.28145141,4.031122793,14.16694155,47.48841726,92.38134822,143.528996,60.17761535,49.35779107,13.21893201,-17.69362565,25.65268744,39.11633267,71.09965853,116.84616740000001,165.68490930000002,75.69904483,60.28493556,11224223.0,10421010.0,10396233.0,8782646.0,42455.08203125,59276.99609375,32570.982421875,26706.013671875,15714.216796875,34.849609375,198.89282749257814,188.13400057434896,4421150.624206543,9722.922088623047,-4020.740966796875,67339.5188293457,7.743206543039676,11.163972641904298,86.9891430529704,98.15311569054751
129,129,Florida-Lutz,2160 Grand Cypress Dr,33559,24158,1.0,1.0,1.0,715705,81552,248164,216667,41280,17812,1417855,257661,6125,68028,1239,74912,1428719,460757,1569059,214517,796837,557705,222.2,449.6,79.4,2094644,2094613,2100040,2124741,2153620,2183764,2222972,2267953,2317963,2365081,2405639,2442940,5427,24701,28879,30144,39208,44981,50010,47118,40558,37301,6013,25858,25446,25577,25737,26465,26773,26643,26604,26601,4005,17597,17662,18646,18231,19702,19831,19862,21308,21552,2008,8261,7784,6931,7506,6763,6942,6781,5296,5049,1813,8897,9117,8562,9548,12205,13857,13543,11905,6787,1597,7544,11840,14434,21750,25785,29117,26701,23288,25396,3410,16441,20957,22996,31298,37990,42974,40244,35193,32183,9,-1,138,217,404,228,94,93,69,69,35498,35498,35747,36168,36166,37197,36885,36359,36783,36811,36834,34.84390246,33.67331663,33.65869641,32.972418100000006,33.30013324,33.078836100000004,32.41182194,31.68193406,31.27543747,26.54733467,26.27952465,27.24397725,26.39828012,28.138244300000004,27.58792732,27.44982061,28.40827143,27.98398363,8.296567791000001,7.393791984,6.414719164,6.574137993,5.161888939,5.490908782999999,4.962001319,3.273662624,3.291453836,10.73267411,10.94376739,9.620259641,10.607988,13.57074637,14.85196804,13.43341233,11.58822296,6.961355062999999,5.064676004,11.32070301,15.00743799,27.51170857,32.24760217,38.82840473,36.68805177,32.21822067,36.32113333,15.79735012,22.2644704,24.62769762,38.11969657,45.81834854,53.68037277,50.1214641,43.80644362,43.28248839,,4171030.0,12993527.0,11123251.0,40258.625,26571.396484375,21000.330078125,5571.06640625,34602.541015625,85.013671875,31.76046696074219,27.961082834713544,2492414.3141174316,8159.601257324219,26122.961959838867,36841.413330078125,2.6067292930242307,8.547662245817444,38.60485313948548,47.15251538048706
130,130,Florida-Clearwater,25813 US Hwy 19 N,33763,12103,1.0,1.0,1.0,407720,47873,151017,119248,17589,9903,782632,98432,2693,31851,960,13170,867516,90359,825192,83796,353230,388166,126.1,233.0,47.0,916542,916800,916412,918455,921642,928414,936400,947060,959874,968341,973058,974996,-388,2043,3187,6772,7986,10660,12814,8467,4717,1938,1924,8496,8287,8403,8669,8662,8616,8291,8218,8104,2684,11387,11031,11524,11366,11872,11610,11926,12554,12833,-760,-2891,-2744,-3121,-2697,-3210,-2994,-3635,-4336,-4729,372,2042,1927,2127,2221,2365,2859,2911,2059,1336,140,2924,4068,7647,8327,11393,12907,9156,6996,5351,512,4966,5995,9774,10548,13758,15766,12067,9055,6687,-140,-32,-64,119,135,112,42,35,-2,-20,19948,19938,19926,19986,19978,19815,19739,19842,19863,19927,19925,9.26061671,9.007133863,9.084049347999999,9.297441997,9.197965447,9.036495233,8.599663419,8.466059785,8.320097902999999,12.41179878,11.98958533,12.45800127,12.18995567,12.60658575,12.1766144,12.36998986,12.93294166,13.17519946,-3.151182075,-2.982451469,-3.3739519239999995,-2.8925136769999997,-3.408620305,-3.140119165,-3.770326442,-4.466881872,-4.855101553,2.225774402,2.094454803,2.299389856,2.382006999,2.511335521,2.9985306260000004,3.01937284,2.121150778,1.3716252219999998,3.1871519839999998,4.42150604,8.26677679,8.930649384,12.0979474,13.53691318,9.496866273,7.207173796,5.493687547,5.412926387000001,6.515960842999999,10.56616665,11.31265638,14.60928292,16.53544381,12.51623911,9.328324574,6.865312769,,,3415423.0,6362023.0,4537.904296875,8214.306640625,12491.671875,-4277.365234375,8812.6953125,2.572265625,8.490779303606772,12.904702583528646,987170.1619262695,1404.9424591064453,5319.298767089844,19937.473510742188,-5.127465912277771,1.647183520622802,5.559810566458129,7.206994086728089
131,131,Florida-Palm Beach Gardens,100 Gander Way,33403,12099,1.0,1.0,1.0,548216,54386,177380,158438,20751,11838,1070496,268489,2402,38879,592,35122,1130261,316016,1216589,144595,533900,538094,120.7,237.5,53.1,1320134,1320135,1323619,1336760,1354936,1376462,1398656,1424256,1450890,1470344,1482876,1496770,3484,13141,18176,21526,22194,25600,26634,19454,12532,13894,3335,13659,14030,14022,14335,14564,14919,15148,15009,14947,3265,13048,13063,13583,13489,14464,14510,14671,15358,15460,70,611,967,439,846,100,409,477,-349,-513,1450,7181,6897,7974,8344,9942,11953,12207,9033,7748,1984,5410,10233,13001,12889,15496,14288,6842,3926,6712,3434,12591,17130,20975,21233,25438,26241,19049,12959,14460,-20,-61,79,112,115,62,-16,-72,-78,-53,19972,20739,21536,20729,20957,20787,21036,21447,21640,21869,21855,10.26846175,10.424654199999999,10.26726973,10.33109223,10.31842296,10.37790777,10.37095967,10.16449841,10.03273543,9.809128699,9.706148094,9.945822615,9.721388424,10.24757414,10.09340047,10.04438535,10.4008506,10.37707164,0.45933305,0.718506102,0.321447112,0.609703804,0.07084882599999999,0.284507291,0.32657431800000003,-0.236352185,-0.34433620600000003,5.398478938999999,5.124650035,5.838768279,6.0134379870000005,7.043790242,8.314708192000001,8.357427032999999,6.117390509,5.200617792,4.0670896889999995,7.603384632000001,9.519667218,9.288974378999999,10.97873402,9.938973534,4.684321763,2.658792775,4.505233172,9.465568628,12.72803467,15.3584355,15.30241237,18.02252426,18.25368173,13.0417488,8.776183285,9.705850964,,,9358875.0,8268224.0,15610.650390625,14942.0234375,15174.76953125,-232.74609375,15894.59765625,-51.203125,10.147602897890625,10.301244740817708,1521837.6753692627,8100.167282104492,2753.483139038086,22071.771606445312,-0.48719537112731937,5.853843072942628,1.474325091190735,7.328168164131592
132,132,Florida-Ellenton,6126 US-301,34222,12081,1.0,1.0,1.0,143652,14037,50515,43584,6571,3080,319715,32349,965,7751,250,5790,313338,60515,321077,34034,127249,159794,126.7,225.0,41.8,322833,322879,323424,327549,333844,341855,350865,362548,375373,385506,394387,403253,545,4125,6295,8011,9010,11683,12825,10133,8881,8866,780,3325,3438,3364,3413,3574,3460,3484,3443,3482,849,3445,3508,3390,3548,3836,3945,4074,4192,4334,-69,-120,-70,-26,-135,-262,-485,-590,-749,-852,201,955,912,878,848,1282,1481,1460,1067,710,423,3291,5300,6998,8056,10508,11768,9213,8532,8954,624,4246,6212,7876,8904,11790,13249,10673,9599,9664,-10,-1,153,161,241,155,61,50,31,54,4817,4817,4817,4816,4814,4815,4815,4813,4812,4807,4813,10.21547745,10.39623945,9.957096281,9.853909227,10.01944175,9.377697612999999,9.157829300000001,8.829416343,8.730755729,10.58415633,10.607913900000002,10.03405362,10.2436771,10.75393916,10.69220147,10.70866721,10.75019266,10.86705782,-0.368678885,-0.211674451,-0.076957343,-0.389767872,-0.734497409,-1.314503856,-1.550837912,-1.9207763119999999,-2.136302091,2.934069462,2.757815701,2.59879029,2.448319667,3.5939911380000003,4.013979816,3.8376666989999997,2.736272796,1.7802517430000002,10.11101843,16.02677984,20.71336498,23.25903684,29.45839226,31.89501315,24.21672828,21.87992455,22.45123113,13.04508789,18.78459554,23.31215526,25.70735651,33.0523834,35.90899297,28.05439498,24.61619735,24.23148287,,,,,9329.68359375,3469.630859375,4198.119140625,-728.490234375,10002.8046875,55.3671875,8.92884486713151,10.784528344570312,415307.5555114746,801.8801422119141,8793.734359741211,4809.529983520508,-2.5943232492464596,2.1922093173834227,21.520289266766973,23.71249858416077
133,133,Missouri-Springfield,3700 S Campbell Ave,65807,29077,1.0,1.0,,122026,18118,48589,35584,6744,2257,260190,9482,1415,5573,208,2911,277999,10430,235714,46389,108056,81269,132.9,228.4,44.0,771166,771133,771208,775845,778458,779843,782529,783000,784726,788060,791870,794526,75,4637,2613,1385,2686,471,1726,3334,3810,2656,2211,8700,8719,8830,8826,8790,8830,8748,8424,8400,1847,7369,7505,7644,7644,8054,8105,8537,8258,8147,364,1331,1214,1186,1182,736,725,211,166,253,124,645,893,996,949,1208,914,854,536,524,-380,2659,528,-839,627,-1474,126,2296,3127,1886,-256,3304,1421,157,1576,-266,1040,3150,3663,2410,-33,2,-22,42,-72,1,-39,-27,-19,-7,35266,35087,35275,35591,35241,35509,33812,34081,34246,34735,34241,149.9448409,151.01840180000002,149.7715613,148.8744967,147.7232525,148.7300049,150.3267539,149.94510469999997,147.1942511,141.35816519999997,145.4257301,149.3894344,147.06331630000003,156.4539449,155.08712130000004,167.0014034,154.9599543,154.6240561,8.586675745,5.592671661000001,0.38212683,1.811180374,-8.730692369,-6.357116357000001,-16.67464949,-5.014849538,-7.42980502,5.234135153,8.906743067,10.90770785,9.848051418999999,10.92730551,10.64676463,9.026212475,7.43407208,6.1662436089999995,14.46398843,-51.31530767,-43.90546707,-8.971252072,-86.26607438,14.75706249,21.78770082,69.32335022,-25.25441511,19.69812358,-42.40856461,-32.99775922,0.876799345,-75.33876886,25.40382711,30.813913300000003,76.75742229,-19.0881715,,,,,2896.6640625,8496.783203125,8197.125,299.65625,2611.951171875,-14.9453125,148.45928715104168,156.1102954640625,796412.6290283203,342.2316436767578,2910.334014892578,34157.74182128906,-9.99615862263751,5.269984061068788,39.56054937764625,44.830533436232905
134,134,Missouri-Lee's Summit,601 N State Highway 291,64086,29095,1.0,1.0,1.0,282653,34737,99772,86928,14036,7793,461134,163422,2656,12844,1990,28316,630693,61310,548796,75486,281353,191957,137.6,238.1,52.5,1698139,1698091,1699306,1701034,1702517,1707905,1713669,1719542,1729340,1739632,1747243,1751966,1215,1728,1483,5388,5764,5873,9798,10292,7611,4723,5407,21543,21409,21275,21506,21455,21406,21347,20810,20639,3883,16369,16516,16926,16608,17310,17191,17913,17671,17457,1524,5174,4893,4349,4898,4145,4215,3434,3139,3182,401,1865,1533,1197,1436,2042,1639,1904,1670,1172,-620,-5294,-4887,-15,-411,-218,3947,4959,2830,394,-219,-3429,-3354,1182,1025,1824,5586,6863,4500,1566,-90,-17,-56,-143,-159,-96,-3,-5,-28,-25,48809,48784,48564,48385,48670,48520,48344,48237,47802,47870,46469,273.50553510000003,275.374898,278.6179773,280.5215142,283.98177519999996,284.6090858,283.9612987,277.68147700000003,276.00385950000003,234.96547200000003,244.7381498,243.71037259999997,238.59903160000002,256.3804281,245.62012769999998,256.9449634,253.8015703,239.5623412,38.54006308,30.63674825,34.90760477,41.92248256,27.60134712,38.98895809,27.01633522,23.87990667,36.44151827,14.83289101,19.83117953,13.78057759,18.9052607,22.12810474,20.313365100000002,17.38407074,18.25063207,14.28092553,-72.83908827,-88.06990449,25.21567049,-12.19319917,-92.47810096,-2.3806671930000003,-6.630941136000001,-10.17073821,-46.33606165,-58.00619726,-68.23872495,38.99624807,6.712061521,-70.34999622,17.93269792,10.75312961,8.079893865,-32.05513611,7287163.0,8004158.0,8482235.0,7455652.0,6490.861328125,20858.1484375,17512.908203125,3345.240234375,3172.892578125,-27.2734375,278.2929663658855,246.24288081692708,1761926.109512329,1197.7100219726562,3315.3673553466797,46613.20457458496,31.014362054258427,14.373083137427981,-25.780379428089844,-11.407296279930296
